sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus
2351,,Default,simple,"rcat_fr/Lames et Listerie/Listerie/Couvres-joints","prof,priv","Couvre-joints sapin brut No 1339","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4"" style=""font-weight: bold;"">Couvre-joints sapin brut </font><font size=""2""><font size=""3""><font size=""4"" style=""font-weight: bold;"">No 1339</font><br/>droit<br/></font><font size=""3""><br/>Section: 6mm x 30mm</font><br type=""_moz""/></font></div>",,,1,"TVA taux normal","Catalog, Search",3.1000,,,,couvre-joints-sapin-brut-no-1339,,,,,,,,,,,,"10.02.20 17:34","12.02.20 21:15",,,"Block after Info Column",,,,,,,,,,,"Use config",,product_nbr=cjsbd.6.30,0.0000,0.0000,1,1,0,1,1.0000,1,10000.0000,1,0,1.0000,1,0,0,1,1.0000,1,0,0,0,,,,,,,,,,"name=Votre prix [CHF/m],type=field,required=0,price=,price_type=fixed,sku=unitprice",,,,,,,
5433,,Default,simple,"rcat_fr/Charpente et collés/Bois collés/Duo non visibles","prof,priv","Duo épicéa non visible (ép 100 mm)","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><span style=""font-weight: bold;""><font size=""4"">Carrelets ossatures épicéa/sapin </font><br/></span></span><font size=""4"">2-plis DUO qualité non visible (NSI)&#44;</font><font size=""3""><font size=""4""> aboutés&#44; </font><br/></font><font size=""3""><font size=""4"">rabotés 4 faces&#44; légèrement chanfreinés&#44; <br/>séchés 15% +/-3%<br/><br/></font></font><font size=""4""><span style=""text-decoration: underline;"">Sections</span>: <span style=""font-style: italic;""><span style=""font-weight: bold;"">100/120; 100/140 mm</span> <br/>               <br/></span></font><font size=""4""><span style=""text-decoration: underline;"">Longueur:</span><span style=""font-style: italic;""> <span style=""font-weight: bold;"">13 m</span></span> <br/></font><span style=""font-weight: bold;""><font size=""4""><br/></font><font size=""3"" style=""font-weight: bold;""><span style=""font-style: italic;"">Nous disposons également du programme CadWork pour l'optimisation de vos listes!</span></font></span></div>",,,1,"TVA taux normal","Catalog, Search",760.0000,,,,duo-epicea-non-visible-ep-100-mm,,,,/d/u/duo_non_visible.jpg,,/d/u/duo_non_visible.jpg,,/d/u/duo_non_visible.jpg,,/d/u/duo_non_visible.jpg,,"28.01.20 12:39","28.01.20 12:42",,,"Block after Info Column",,,,,,,,,,,"Use config",,product_nbr=dénv.100.site,0.0000,0.0000,1,1,0,1,1.0000,1,10000.0000,1,0,1.0000,1,0,0,1,1.0000,1,0,0,0,,,,,,,/d/u/duo_non_visible.jpg,,,"name=Nombre nécessaire [pce],type=field,required=0,price=,price_type=fixed,sku=qtyreq|name=Quantité desirée [m3],type=field,required=0,price=,price_type=fixed,sku=tgvalue|name=Longueur [m],type=field,required=1,price=0.0000,price_type=fixed,sku=len|name=Largeur [mm],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=wid120.0,option_title=120.0|name=Largeur [mm],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=wid140.0,option_title=140.0|name=Épaisseur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=dep|name=Quantité [m3],type=field,required=0,price=,price_type=fixed,sku=actualqty|name=Votre prix [CHF/m3],type=field,required=0,price=,price_type=fixed,sku=unitprice",,,,,,,
4528,,Default,simple,"rcat_fr/Isolation/Knauf/Isolation Knauf TI","prof,priv","Isolation Knauf TI 135 U (100/1200)","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Isolation Knauf Laine de verre</span></font><span style=""font-weight: bold;""><font size=""4""> 20kg/m3<br/></font></span><font size=""3"">rouleau TI 135 U sans PV<br/><br/><span style=""text-decoration: underline;"">Epaisseur</span> : 100mm<br/><br/><span style=""text-decoration: underline;"">Largeur</span> : 1200 mm<br/><br style=""text-decoration: underline;""/><span style=""text-decoration: underline;"">Quantité par paquet </span>: 7.56 m2<br/><br/></font><br/></div>",,,1,"TVA taux normal","Catalog, Search",12.4000,,,,isolation-knauf-ti-135-u-100-1200,,,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,"10.02.20 15:31","12.02.20 21:25",,,"Block after Info Column",,,,,,,,,,,"Use config",,"product_nbr=ikti135 u.100.1200.site",0.0000,0.0000,1,1,0,1,1.0000,1,10000.0000,1,0,1.0000,1,0,0,1,1.0000,1,0,0,0,,,,,,,/t/i/ti_140_u.jpg,,,"name=Nombre nécessaire [pce],type=field,required=0,price=,price_type=fixed,sku=qtyreq|name=Quantité desirée [m2],type=field,required=0,price=,price_type=fixed,sku=tgvalue|name=Longueur [m],type=field,required=1,price=0.0000,price_type=fixed,sku=len|name=Largeur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=wid|name=Épaisseur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=dep|name=Quantité [m2],type=field,required=0,price=,price_type=fixed,sku=actualqty|name=Votre prix [CHF/m2],type=field,required=0,price=,price_type=fixed,sku=unitprice",,,,,,,
4529,,Default,simple,"rcat_fr/Isolation/Knauf/Isolation Knauf TI","prof,priv","Isolation Knauf  TI 135 U (120/1200)","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Isolation Knauf Laine de verre</span></font><span style=""font-weight: bold;""><font size=""4""> 20kg/m3<br/></font></span><font size=""3"">rouleau TI 135 U sans PV<br/><br/><span style=""text-decoration: underline;"">Epaisseur</span> : 120mm<br/><br/><span style=""text-decoration: underline;"">Largeur</span>: 1200 mm<br/><br style=""text-decoration: underline;""/><span style=""text-decoration: underline;"">Quantité par paquet </span>: 6.36 m2</font><br type=""_moz""/></div>",,,1,"TVA taux normal","Catalog, Search",15.1000,,,,isolation-knauf-ti-135-u-120-1200,,,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,"10.02.20 15:31","12.02.20 21:25",,,"Block after Info Column",,,,,,,,,,,"Use config",,"product_nbr=ikti135 u.120.1200.site",0.0000,0.0000,1,1,0,1,1.0000,1,10000.0000,1,0,1.0000,1,0,0,1,1.0000,1,0,0,0,,,,,,,/t/i/ti_140_u.jpg,,,"name=Nombre nécessaire [pce],type=field,required=0,price=,price_type=fixed,sku=qtyreq|name=Quantité desirée [m2],type=field,required=0,price=,price_type=fixed,sku=tgvalue|name=Longueur [m],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=len4.40,option_title=4.40|name=Longueur [m],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=len5.30,option_title=5.30|name=Largeur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=wid|name=Épaisseur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=dep|name=Quantité [m2],type=field,required=0,price=,price_type=fixed,sku=actualqty|name=Votre prix [CHF/m2],type=field,required=0,price=,price_type=fixed,sku=unitprice",,,,,,,
4530,,Default,simple,"rcat_fr/Isolation/Knauf/Isolation Knauf TI","prof,priv","Isolation Knauf  TI 135 U (140/1200)","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Isolation Knauf Laine de verre</span></font><span style=""font-weight: bold;""><font size=""4""> 20kg/m3<br/></font></span><font size=""3"">rouleau TI 135 U sans PV<br/><br/><span style=""text-decoration: underline;"">Epaisseur</span> : 140mm<br/><br/><span style=""text-decoration: underline;"">Largeur</span> : 1200 mm<br/><br style=""text-decoration: underline;""/><span style=""text-decoration: underline;"">Quantité par paquet </span>: 4.44 m2</font><br/></div>",,,1,"TVA taux normal","Catalog, Search",17.7500,,,,isolation-knauf-ti-135-u-140-1200,,,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,"10.02.20 15:31","12.02.20 21:25",,,"Block after Info Column",,,,,,,,,,,"Use config",,"product_nbr=ikti135 u.140.1200.site",0.0000,0.0000,1,1,0,1,1.0000,1,10000.0000,1,0,1.0000,1,0,0,1,1.0000,1,0,0,0,,,,,,,/t/i/ti_140_u.jpg,,,"name=Nombre nécessaire [pce],type=field,required=0,price=,price_type=fixed,sku=qtyreq|name=Quantité desirée [m2],type=field,required=0,price=,price_type=fixed,sku=tgvalue|name=Longueur [m],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=len3.70,option_title=3.70|name=Longueur [m],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=len4.50,option_title=4.50|name=Largeur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=wid|name=Épaisseur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=dep|name=Quantité [m2],type=field,required=0,price=,price_type=fixed,sku=actualqty|name=Votre prix [CHF/m2],type=field,required=0,price=,price_type=fixed,sku=unitprice",,,,,,,
4532,,Default,simple,"rcat_fr/Isolation/Knauf/Isolation Knauf TI","prof,priv","Isolation Knauf  TI 135 U (180/1200)","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Isolation Knauf Laine de verre</span></font><span style=""font-weight: bold;""><font size=""4""> 20kg/m3<br/></font></span><font size=""3"">rouleau TI 135 U sans PV<br/><br/><span style=""text-decoration: underline;"">Epaisseur</span> : 180mm<br/><br/><span style=""text-decoration: underline;"">Largeur</span> : 1200 mm<br/><br style=""text-decoration: underline;""/><span style=""text-decoration: underline;"">Quantité par paquet </span>: 4.20 m2</font><br/></div>",,,1,"TVA taux normal","Catalog, Search",21.2500,,,,isolation-knauf-ti-135-u-180-1200,,,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,"10.02.20 15:31","12.02.20 21:25",,,"Block after Info Column",,,,,,,,,,,"Use config",,"product_nbr=ikti135 u.180.1200.site",0.0000,0.0000,1,1,0,1,1.0000,1,10000.0000,1,0,1.0000,1,0,0,1,1.0000,1,0,0,0,,,,,,,/t/i/ti_140_u.jpg,,,"name=Nombre nécessaire [pce],type=field,required=0,price=,price_type=fixed,sku=qtyreq|name=Quantité desirée [m2],type=field,required=0,price=,price_type=fixed,sku=tgvalue|name=Longueur [m],type=field,required=1,price=0.0000,price_type=fixed,sku=len|name=Largeur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=wid|name=Épaisseur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=dep|name=Quantité [m2],type=field,required=0,price=,price_type=fixed,sku=actualqty|name=Votre prix [CHF/m2],type=field,required=0,price=,price_type=fixed,sku=unitprice",,,,,,,
4531,,Default,simple,"rcat_fr/Isolation/Knauf/Isolation Knauf TI","prof,priv","Isolation Knauf  TI 135 U (160/1200)","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Isolation Knauf Laine de verre</span></font><span style=""font-weight: bold;""><font size=""4""> 20kg/m3<br/></font></span><font size=""3"">rouleau TI 135 U sans PV<br/><br/><span style=""text-decoration: underline;"">Epaisseur</span> : 160mm<br/><br/><span style=""text-decoration: underline;"">Largeur</span> : 1200 mm<br/><br style=""text-decoration: underline;""/><span style=""text-decoration: underline;"">Quantité par paquet </span>: 3.96 m2</font><br/></div>",,,1,"TVA taux normal","Catalog, Search",19.1500,,,,isolation-knauf-ti-135-u-160-1200,,,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,"10.02.20 15:31","12.02.20 21:25",,,"Block after Info Column",,,,,,,,,,,"Use config",,"product_nbr=ikti135 u.160.1200.site",0.0000,0.0000,1,1,0,1,1.0000,1,10000.0000,1,0,1.0000,1,0,0,1,1.0000,1,0,0,0,,,,,,,/t/i/ti_140_u.jpg,,,"name=Nombre nécessaire [pce],type=field,required=0,price=,price_type=fixed,sku=qtyreq|name=Quantité desirée [m2],type=field,required=0,price=,price_type=fixed,sku=tgvalue|name=Longueur [m],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=len3.30,option_title=3.30|name=Longueur [m],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=len4.00,option_title=4.00|name=Largeur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=wid|name=Épaisseur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=dep|name=Quantité [m2],type=field,required=0,price=,price_type=fixed,sku=actualqty|name=Votre prix [CHF/m2],type=field,required=0,price=,price_type=fixed,sku=unitprice",,,,,,,
4533,,Default,simple,"rcat_fr/Isolation/Knauf/Isolation Knauf TI","prof,priv","Isolation Knauf  TI 135 U (200/1200)","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Isolation Knauf Laine de verre</span></font><span style=""font-weight: bold;""><font size=""4""> 20kg/m3<br/></font></span><font size=""3"">rouleau TI 135 U sans PV<br/><br/><span style=""text-decoration: underline;"">Epaisseur</span> : 200mm<br/><br/><span style=""text-decoration: underline;"">Largeur</span> : 1200 mm<br/><br style=""text-decoration: underline;""/><span style=""text-decoration: underline;"">Quantité par paquet </span>: 3.84 m2</font><br/></div>",,,1,"TVA taux normal","Catalog, Search",23.0500,,,,isolation-knauf-ti-135-u-200-1200,,,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,"10.02.20 15:31","12.02.20 21:25",,,"Block after Info Column",,,,,,,,,,,"Use config",,"product_nbr=ikti135 u.200.1200.site",0.0000,0.0000,1,1,0,1,1.0000,1,10000.0000,1,0,1.0000,1,0,0,1,1.0000,1,0,0,0,,,,,,,/t/i/ti_140_u.jpg,,,"name=Nombre nécessaire [pce],type=field,required=0,price=,price_type=fixed,sku=qtyreq|name=Quantité desirée [m2],type=field,required=0,price=,price_type=fixed,sku=tgvalue|name=Longueur [m],type=field,required=1,price=0.0000,price_type=fixed,sku=len|name=Largeur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=wid|name=Épaisseur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=dep|name=Quantité [m2],type=field,required=0,price=,price_type=fixed,sku=actualqty|name=Votre prix [CHF/m2],type=field,required=0,price=,price_type=fixed,sku=unitprice",,,,,,,
4534,,Default,simple,"rcat_fr/Isolation/Knauf/Isolation Knauf TI","prof,priv","Isolation Knauf TI 135 U (220/1200)","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Isolation Knauf Laine de verre</span></font><span style=""font-weight: bold;""><font size=""4""> 20kg/m3<br/></font></span><font size=""3"">rouleau TI 135 U sans PV<br/><br/><span style=""text-decoration: underline;"">Epaisseur</span> : 220mm<br/><br/><span style=""text-decoration: underline;"">Largeur</span> : 1200 mm<br/><br style=""text-decoration: underline;""/><span style=""text-decoration: underline;"">Quantité par paquet </span>: 3.96 m2<br/></font></div>",,,1,"TVA taux normal","Catalog, Search",26.2000,,,,isolation-knauf-ti-135-u-220-1200,,,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,"10.02.20 15:31","12.02.20 21:25",,,"Block after Info Column",,,,,,,,,,,"Use config",,"product_nbr=ikti135 u.220.1200.site",0.0000,0.0000,1,1,0,1,1.0000,1,10000.0000,1,0,1.0000,1,0,0,1,1.0000,1,0,0,0,,,,,,,/t/i/ti_140_u.jpg,,,"name=Nombre nécessaire [pce],type=field,required=0,price=,price_type=fixed,sku=qtyreq|name=Quantité desirée [m2],type=field,required=0,price=,price_type=fixed,sku=tgvalue|name=Longueur [m],type=field,required=1,price=0.0000,price_type=fixed,sku=len|name=Largeur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=wid|name=Épaisseur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=dep|name=Quantité [m2],type=field,required=0,price=,price_type=fixed,sku=actualqty|name=Votre prix [CHF/m2],type=field,required=0,price=,price_type=fixed,sku=unitprice",,,,,,,
5005,,Default,simple,"rcat_fr/Isolation/Knauf/Isolation Knauf TI","prof,priv","Isolation Knauf TI 135 U (260/1200)","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Isolation Knauf Laine de verre</span></font><span style=""font-weight: bold;""><font size=""4""> 20kg/m3<br/></font></span><font size=""3"">rouleau TI 135 U sans PV</font><font size=""3""><br/><br/><span style=""text-decoration: underline;"">Epaisseur</span> : 260mm<br/><br/><span style=""text-decoration: underline;"">Largeur</span> : 1200 mm<br/><br style=""text-decoration: underline;""/><span style=""text-decoration: underline;"">Quantité par paquet </span>: 3.00 m2<br/></font><br/></div>",,,1,"TVA taux normal","Catalog, Search",30.5000,,,,isolation-knauf-ti-135-u-260-1200,,,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,/t/i/ti_140_u.jpg,,"10.02.20 15:31","12.02.20 21:25",,,"Block after Info Column",,,,,,,,,,,"Use config",,"product_nbr=ikti135 u.260.1200.site",0.0000,0.0000,1,1,0,1,1.0000,1,10000.0000,1,0,1.0000,1,0,0,1,1.0000,1,0,0,0,,,,,,,/t/i/ti_140_u.jpg,,,"name=Nombre nécessaire [pce],type=field,required=0,price=,price_type=fixed,sku=qtyreq|name=Quantité desirée [m2],type=field,required=0,price=,price_type=fixed,sku=tgvalue|name=Longueur [m],type=field,required=1,price=0.0000,price_type=fixed,sku=len|name=Largeur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=wid|name=Épaisseur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=dep|name=Quantité [m2],type=field,required=0,price=,price_type=fixed,sku=actualqty|name=Votre prix [CHF/m2],type=field,required=0,price=,price_type=fixed,sku=unitprice",,,,,,,
