sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price
3814,"All Websites [CHF]",1045,1.0000,30.7000
3865,"All Websites [CHF]",1045,1.0000,4.3800
4308,"All Websites [CHF]",1045,1.0000,24.3000
4680,"All Websites [CHF]",1045,1.0000,570.0000
4942,"All Websites [CHF]",1045,1.0000,11.0000
