sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
6001,,Default,simple,rcat_err,"prof,priv",Menuiserie épicéa chablis,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Menuiserie épicéa chablis<br/></span>infos pour le site<span style=""font-weight: bold;""><br type=""_moz""/></span></font></div>",1,TVA taux normal,"Catalog, Search",680,,,,,Block after Info Column,product_nbr=méc.site,1,1,1,1,1,1,0,0,1,1,1,0,,
