sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,errors
testprodukt,,Default,simple,rcat_fr/Panneaux,prof,Testprodukt,,,,1,"TVA taux normal","Catalog, Search",35,,,,brossage-a-facon,"Brossage à façon","Brossage à façon","Brossage à façon ",/lala.jpg,,/lala.jpg,,/lala.jpg,,/lala.jpg,,"29.02.20 17:49","02.03.20 16:41",,,"Block after Info Column",,,,"Use config",,,,,,,,,product_nbr=tp01.site,1000,0,1,1,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,/i/m/images.jpg,,,"name=Profils,type=radio,required=0,price=0.0000,price_type=fixed,sku=profil-1,option_title=Profil 1|name=Profils,type=radio,required=0,price=0.0000,price_type=fixed,sku=profil-2,option_title=Profil 2|name=Profils,type=radio,required=0,price=0.0000,price_type=fixed,sku=profil-3,option_title=Profil 3|name=Profils,type=radio,required=0,price=0.0000,price_type=fixed,sku=profil-4,option_title=Profil 4|name=Suppléments (combiner possible),type=checkbox,required=0,price=0.0000,price_type=fixed,sku=sechage,option_title=Séchage au four|name=Suppléments (combiner possible),type=checkbox,required=0,price=0.0000,price_type=fixed,sku=debitage,option_title=Débitage|name=Supplements exclusifs,type=radio,required=0,price=0.0000,price_type=fixed,sku=brossage,option_title=Brossage|name=Supplements exclusifs,type=radio,required=0,price=0.0000,price_type=fixed,sku=traits_de_scie,option_title=Traits de scie|name=Nombre nécessaire [pce],type=field,required=0,price=0.0000,price_type=fixed,sku=qtyreq|name=Quantité desirée [m3],type=field,required=0,price=0.0000,price_type=fixed,sku=tgvalue|name=Longueur [m],type=field,required=1,price=0.0000,price_type=fixed,sku=len|name=Largeur [mm],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=wid100.0,option_title=100.0|name=Largeur [mm],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=wid120.0,option_title=120.0|name=Largeur [mm],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=wid140.0,option_title=140.0|name=Largeur [mm],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=wid160.0,option_title=160.0|name=Largeur [mm],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=wid180.0,option_title=180.0|name=Largeur [mm],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=wid200.0,option_title=200.0|name=Largeur [mm],type=drop_down,required=1,price=0.0000,price_type=fixed,sku=wid80.0,option_title=80.0|name=Épaisseur [mm],type=field,required=1,price=0.0000,price_type=fixed,sku=dep|name=Quantité [m3],type=field,required=0,price=0.0000,price_type=fixed,sku=actualqty|name=Votre prix [CHF/m3],type=field,required=0,price=0.0000,price_type=fixed,sku=unitprice",,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
