sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price,errors
6352,"All Websites [CHF]",8.11,1,145,"Tier Price customer group is invalid"
3584,"All Websites [CHF]",8.11,1,273.85,"Tier Price customer group is invalid"
1865,"All Websites [CHF]",8.11,1,198.5,"Tier Price customer group is invalid"
6351,"All Websites [CHF]",8.11,1,129,"Tier Price customer group is invalid"
