sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price,errors
3865,prof,1045,1," -13.38","Value for 'tier_price' attribute contains incorrect value, acceptable values are in decimal format"
4680,prof,1045,1,570,
