sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
3859,,Default,simple,,"prof,priv",Tyvek X1,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Tyvek X1<br/></span>Lé de sous-toiture</font><font size=""4""><span style=""font-weight: bold;""></span></font><font size=""4""><span style=""font-style: italic;""><br/></span><br style=""text-decoration: underline;""/><span style=""text-decoration: underline;"">Dimensions:</span> <span style=""font-style: italic;"">1.50 x 50 m <br/><br/></span><span style=""text-decoration: underline;"">Quantité par rouleau:</span><span style=""font-style: italic;""> 75 m2<br/></span></font><br/></div>",1,TVA taux normal,"Catalog, Search",5.55,/charpente_et_colles/planches_sapin/27mm_largeurs_fixes/planches_sapin_brut_largeur_fixe.jpg,/charpente_et_colles/planches_sapin/27mm_largeurs_fixes/planches_sapin_brut_largeur_fixe.jpg,/charpente_et_colles/planches_sapin/27mm_largeurs_fixes/planches_sapin_brut_largeur_fixe.jpg,/charpente_et_colles/planches_sapin/27mm_largeurs_fixes/planches_sapin_brut_largeur_fixe.jpg,Block after Info Column,product_nbr=tx11.5.50.00.site,1,1,1,1,1,1,0,0,1,1,1,0,,/charpente_et_colles/planches_sapin/27mm_largeurs_fixes/planches_sapin_brut_largeur_fixe.jpg
