sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price,errors
3814,"Tous les sites web [CHF]",9,1,30.7,"Invalid value in Website column (website does not exists?)"
4308,"Tous les sites web [CHF]",9,1,28,"Invalid value in Website column (website does not exists?)"
3814,"Tous les sites web [CHF]",1045,1,30.7,"Invalid value in Website column (website does not exists?)"
4308,"Tous les sites web [CHF]",1045,1,24.3,"Invalid value in Website column (website does not exists?)"
