sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
"3560",,"Default","simple",,"prof,priv","Panneau 3-plis épicéa C+/C+","<div style="min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;"><span style="font-weight: bold;"><font size="4">Panneaux 3-plis épicéa C+/C+<br/></font></span><font size="4">(3x9 mm)</font><font size="4"><span style="font-weight: bold;"></span><br/><br/><span style="text-decoration: underline;">Epaisseur:</span> <span style="font-style: italic;">27 mm<br/></span><br style="text-decoration: underline;"/><span style="text-decoration: underline;">Dimensions:</span> <span style="font-style: italic;">500 x 200 cm</span></font><br/><span style="font-weight: bold;"><br/></span><font size="4"><span style="font-style: italic;">20 pièces par palette<br/>Rabais par palette: <span style="font-weight: bold;">10%</span></span></font></div>","1","TVA taux normal","Catalogue, recherche","27",,,,,"Block after Info Column","product_nbr=p3péc+c+.27.5000.2000.site","1","1","1","1","1","1","0","0","1","1","1","0",,
