sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
"4680",,"Default","simple",,"prof,priv","BLC épicéa visible de 8cm à 10cm","<div style="min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;"><span style="font-weight: bold;"><font size="4">Lamellé-collé BS-11 épicéa SI <br/></font></span><font size="4" style="font-weight: bold;">visible&#44; avec chanfrein<br/><br/></font><font size="3"><font size="4"><span style="text-decoration: underline;">Hauteurs :</span>  <span style="font-style: italic;">De 8 à 10 cm</span><br/><br/><span style="text-decoration: underline;">Largeurs:</span> </font><span style="font-style: italic;"><font size="4">De 12 à 44 cm&#44; tous les 4 cm<br/><br/></font></span></font><font size="3"><font size="4"><span style="text-decoration: underline;">Longueurs:</span></font><span style="font-style: italic;"><font size="4"> sur liste&#44; max 13.50m. <br/></font></span></font><font size="3"><span style="font-style: italic;"><font size="4"><br/>Qualité non visible : - 25.- Fr/m3<br/><br/></font></span></font><font size="3"><span style="font-style: italic;"><font size="4">De 13.60m à 16.00m : supplément forfaitaire de 360.- Fr</font></span></font><font size="3"><span style="font-style: italic;"><br/></span><br style="font-weight: bold;"/><span style="font-weight: bold;">Délai 3 semaines<br/><br/></span></font><font size="3"><span style="font-style: italic;"><font size="4"><br/><span style="font-weight: bold;">Supplément pour:</span><br/>GL 28H : 16.-Fr/m3<br/>GL 32C : 28.-Fr/m3<br/>GL 32H : 54.-Fr/m3<br/>GL 36C : 67.-Fr/m3</font></span></font><br/><font size="3"><font size="3"><span style="font-style: italic;"><br/><span style="font-weight: bold;">Nous disposons également du programme CadWork pour l'optimisation de vos listes !</span><br/></span></font><span style="font-weight: bold;"><font size="4"><br/></font></span></font></div>","1","TVA taux normal","Catalog, Search","900",,,,,"Block after Info Column","product_nbr=blcév.100 à 120.site","1","1","1","1","1","1","0","0","1","1","1","0",,
