sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
4465,,Default,simple,rcat_fr/Lames et Listerie/Epicéa | Sapin verni/Sapin canada arrondi,"prof,priv",Lames épicéa canada arrondies vernies A/B 14/135mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: 12pt; font-family: Arial; font-weight: normal;""><font size=""2""><font size=""4"" style=""font-weight: bold;""><font size=""4"">Lames épicéa du nord A/B</font><br/></font><font size=""3"">profil canada arrondies, vernies Acqua incolore<br/>paquets de 7 pces<br/></font></font><span><font size=""2""><font size=""3""><br/></font></font><font size=""2""><font size=""3""><span style=""text-decoration: underline;"">Section</span> : 14/135mm<br/><br/><span style=""text-decoration: underline;"">Longueurs</span> : 3.90, 4.20, 4.50, 4.80, 5.10m<br/><br style=""font-weight: bold;""/><span style=""font-weight: bold;"">Selon disponibilités du stock<br/><br/>Prix sur demande<br/></span></font></font></span></div>",1,TVA taux normal,"Catalog, Search",38,/lames_et_listerie/sapin_verni/sapin_canada_arrondi/lame_profil_canada_arrondi_verni.jpg,/lames_et_listerie/sapin_verni/sapin_canada_arrondi/lame_profil_canada_arrondi_verni.jpg,/lames_et_listerie/sapin_verni/sapin_canada_arrondi/lame_profil_canada_arrondi_verni.jpg,/lames_et_listerie/sapin_verni/sapin_canada_arrondi/lame_profil_canada_arrondi_verni.jpg,Block after Info Column,product_nbr=lécav.14.135.site,1,1,1,1,1,1,0,0,0,7,0,1,1,
