sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price,errors
3814,professionals,29999,1,30.7,"Invalid value in Website column (website does not exists?)"
4308,professionals,29999,1,28,"Invalid value in Website column (website does not exists?)"
4942,professionals,29999,1,11,"Invalid value in Website column (website does not exists?)"
4680,professionals,29999,1,630,"Invalid value in Website column (website does not exists?)"
