sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images,errors
4994,,Default,simple,,"prof,priv","Carrelets cadres 3-plis mélèze 75/110","<div style=min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Carrelets cadres 3-plis mélèze I/II</font></span><font size=""4""><br/><br/><span style=""text-decoration: underline;"">Section:</span> 75/110 mm<br/><br/><span style=""text-decoration: underline;"">Longueurs:</span> 4.00-5.00m<br/>(selon disponibilités du stock)<br/><br/></font><font size=""4"">Possibilité de débitage sur liste</font><br/><font size=""4""></font><br/><font size=""4""><span style=""text-decoration: underline;"">Prix</span>: sur demande</font><br/><br/></div>""",1,"TVA taux normal","Catalogue, recherche",36.8,,,,,"Block after Info Column",product_nbr=c3pmc.75.110.site,1,1,1,1,1,1,0,0,1,1,1,0,,,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin"
