sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
"5818",,"Default","simple",,"prof,priv","Panneaux MDF Médite Extérior 18 x 2745 x 1525 mm","<div style="min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;"><span style="font-weight: bold;"><font size="4">Panneaux MDF Médite Extérior<br/></font></span><font size="4">Collage V100 pour usage extérieur.</font><span style="font-weight: bold;"><br/><br/></span><font size="4"><span style="text-decoration: underline;">Epaisseur:</span> <span style="font-style: italic;">18 mm<br/></span><br style="text-decoration: underline;"/><span style="text-decoration: underline;">Dimensions:</span> <span style="font-style: italic;">274.5 x 152.5 cm</span></font><span style="font-weight: bold;"><font size="4"><br/></font></span><span style="font-weight: bold;"><font size="4"><br/></font></span><font size="4"><span style="font-style: italic;">34 pièces par palette <br/>Rabais par palette: <span style="font-weight: bold;">20%</span></span></font><br/><span style="font-weight: bold;"><br/></span><br/><span style="font-weight: bold;"><font size="4"><br/></font><br type="_moz"/></span></div>","1","TVA taux normal","Catalog, Search","49",,,,,"Block after Info Column","product_nbr=pmdfme.18.2745.1525.site","1","1","1","1","1","1","0","0","1","1","1","0",,
