sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
"3970",,"Default","simple","rcat_fr/Charpente et collés/Charpente antique/Sapin antique","priv,prof","Charpente sapin antique","<div style="min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: 12pt; font-family: Arial; font-weight: normal;"><font size="4" style="font-weight: bold;">Charpente épicéa antique<br/></font><font size="4">Vapo traité</font><font size="4" style="font-weight: bold;"><br/><br/></font><font size="4"><span style="text-decoration: underline;">Sections:</span><span style="font-weight: bold;"> </span><span style="font-style: italic;"><br/>                25/50 - 30/30cm<br/><br/></span><span style="text-decoration: underline;">Longueurs:</span><span style="font-weight: bold;"> </span><span style="font-style: italic;">9.00m<br/><br/></span><font size="3" style="font-weight: bold;">Sur liste&#44; sur demande</font><span style="font-style: italic;"><br type="_moz"/></span></font> </div>","1","TVA taux normal","Catalogue, recherche","1250","/charpente_et_colles/charpente_antique/poutres_antiques/poutres-antiques-0.jpg","/charpente_et_colles/charpente_antique/poutres_antiques/poutres-antiques-0.jpg","/charpente_et_colles/charpente_antique/poutres_antiques/poutres-antiques-0.jpg","/charpente_et_colles/charpente_antique/poutres_antiques/poutres-antiques-0.jpg","Block after Info Column","product_nbr=csa.12.18.9.50.site","1","1","1","1","1","1","0","0","1","1","1","0",,"/charpente_et_colles/charpente_antique/poutres_antiques/poutres-antiques-0.jpg"
