sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price
"6352",,"8.11","1","145"
"3584",,"8.11","1","273.85"
"1865",,"8.11","1","198.5"
"6351",,"8.11","1","129"
"6354",,"8.11","1",
"6353",,"8.11","1",
"6355",,"8.11","1",
