sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
1896,,Default,simple,,"priv,prof",Planches sapin sections fixes 27/100 mm,"<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Planches sapin brutes largeur fixe<br/></font></span><font size=""4"">Bois sec</font><font size=""4""/><br/><font size=""4""><span style=""font-weight: bold;""><br/></span><span style=""text-decoration: underline;"">Sections:</span> <span style=""font-style: italic;"">27/100 mm</span><span style=""font-weight: bold;""><br/><br/></span><span style=""text-decoration: underline;"">Longueurs:</span> <span style=""font-style: italic;"">4.00&#44; 4.50&#44; 5.00 m</span></font><span style=""font-weight: bold;""><font size=""4""><br/></font></span></div>",1,TVA taux normal,"Catalog, Search",2.05,,,,,Block after Info Column,product_nbr=pslf.27.100.site,1,1,1,1,1,1,0,0,1,1,1,0,,
