sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price
3814,All Websites [CHF],29999,1,30.7
4308,All Websites [CHF],29999,1,28
4942,All Websites [CHF],29999,1,11
4680,All Websites [CHF],29999,1,630
