sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price
"6352","All Websites [CHF]","8.11","1","145"
"6351","All Websites [CHF]","8.11","1","129"
"3859","All Websites [CHF]","8.11","1","4.72"
"3862","All Websites [CHF]","8.11","1","7.99"
