sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images,errors
1852,,Default,simple,"rcat_fr/Menuiserie et Avivés/Avivés/Mélèze",prof,"Avivés mélèze","<div style=min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><span style=""font-weight: bold;""><font size=""4"">Avivés mélèze brut</font><br/></span><font size=""4"">sec au four à 15% +/-3%</font><span style=""font-weight: bold;""><span style=""font-weight: bold;""><br/><br/></span></span><font size=""4""><span style=""text-decoration: underline;"">Epaisseurs:</span></font><span style=""font-weight: bold;""><span style=""font-weight: bold;""><font size=""4"">  </font></span></span><font size=""4"">28 - 32 - 50 - 75mm<br/><br style=""text-decoration: underline;""/><span style=""text-decoration: underline;"">Largeurs</span> : 125 à 250mm</font><span style=""font-weight: bold;""/><font size=""4""><font size=""4""><span style=""font-style: italic;""><br/>                </span><font size=""3"" style=""font-weight: bold;""><br/>(Sur demande&#44; selon disponibilité)</font><span style=""font-style: italic;""><br/></span></font> <font size=""4""><b/></font></font></div>""",1,"TVA taux normal","Catalogue, recherche",1300,/menuiserie_et_avives/avives/meleze/avives_meleze.jpg,/menuiserie_et_avives/avives/meleze/avives_meleze.jpg,/menuiserie_et_avives/avives/meleze/avives_meleze.jpg,/menuiserie_et_avives/avives/meleze/avives_meleze.jpg,"Block after Info Column",product_nbr=am.site,1,1,1,1,1,1,0,0,1,1,1,0,,/menuiserie_et_avives/avives/meleze/avives_meleze.jpg,"Value for 'visibility' attribute contains incorrect value, see acceptable values on settings specified for Admin"
