sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
"6124",,"Default","simple","rcat_err","prof","Lames mélèze plancher balcon","<div style="min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;"><font size="4"><span style="font-weight: bold;">Lames mélèze CH<br/></span><font size="3">Profil plancher balcon</font></font><font size="3"> avec biais spécial<br/></font><font size="4"><font size="4"><span style="font-weight: bold;"><br/></span></font></font><font size="3"><span style="text-decoration: underline;">Epaisseur</span><span style="font-style: italic;"> : 32 mm</span><br/><br style="text-decoration: underline;"/><span style="text-decoration: underline;">Largeur:</span> <span style="font-style: italic;">140 mm</span><br/></font><font size="3"><br style="text-decoration: underline;"/><span style="text-decoration: underline;">Longueur:</span> <span style="font-style: italic;">2.00 et 6.00 m<br/><br/></span>3 pièces par paquet</font><br/><br/></div>","1","TVA taux normal","Catalog, Search","60.5","/lames_et_listerie/lames_terrasses_bois/meleze_plancher_balcon/lame_placher_balcon_meleze.jpg","/lames_et_listerie/lames_terrasses_bois/meleze_plancher_balcon/lame_placher_balcon_meleze.jpg","/lames_et_listerie/lames_terrasses_bois/meleze_plancher_balcon/lame_placher_balcon_meleze.jpg","/lames_et_listerie/lames_terrasses_bois/meleze_plancher_balcon/lame_placher_balcon_meleze.jpg","Block after Info Column","product_nbr=lmpbs.32.140.site","1","1","1","1","1","1","0","0","0","3","0","1",,"/lames_et_listerie/lames_terrasses_bois/meleze_plancher_balcon/lame_placher_balcon_meleze.jpg"
