sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images,errors
4918,,Default,simple,"rcat_fr/Lames et Listerie/Lames terrasses bois/Châtaignier","prof,priv","Lames de terrasse Châtaignier abouté","<div style=""min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;""><font size=""4""><span style=""font-weight: bold;"">Lames de terrasse Châtaignier abouté<br/></span><font size=""3"">profil No 3&#44; 1 face double strie et 1 face lisse (réversible)<br/><br/><span style=""text-decoration: underline;"">Section </span>: 21/130 mm<br/><br/><span style=""text-decoration: underline;"">Longueur</span> : 6.00 m<br/></font></font><br/></div>",1,"TVA taux normal","Catalogue, recherche",75,/lames_et_listerie/lames_terrasses_bois/chataignier/dsc00917.jpg,/lames_et_listerie/lames_terrasses_bois/chataignier/dsc00917.jpg,/lames_et_listerie/lames_terrasses_bois/chataignier/dsc00917.jpg,/lames_et_listerie/lames_terrasses_bois/chataignier/dsc00917.jpg,"Block after Info Column",product_nbr=ldtca.21.130.6.00.site,1,1,1,1,1,1,0,0,1,1,1,0,,/lames_et_listerie/lames_terrasses_bois/chataignier/dsc00917.jpg,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
