sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
"1356",,"Default","simple","rcat_fr/Lames et Listerie/Listerie/Couvres-joints","prof,priv","Couvre-joints sapin brut No 1216","<div style="min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;"><font size="4"><span style="font-weight: bold;">Couvre-joints sapin brut </span></font><font size="2"><font size="3"><font size="4"><span style="font-weight: bold;">No 1216 </span></font><br/>2 biais<br/></font><font size="3"><br/>Section: 6mm x 30mm</font><br type="_moz"/></font></div>","1","TVA taux normal","Catalog, Search","3.8","/lames_et_listerie/listerie/couvres-joints/couvre_joint.jpg","/lames_et_listerie/listerie/couvres-joints/couvre_joint.jpg","/lames_et_listerie/listerie/couvres-joints/couvre_joint.jpg","/lames_et_listerie/listerie/couvres-joints/couvre_joint.jpg","Block after Info Column","product_nbr=cjsb1b.6.30","1","1","1","1","1","1","0","0","1","1","1","0",,"/lames_et_listerie/listerie/couvres-joints/couvre_joint.jpg"
