sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,product_online,tax_class_name,visibility,price,base_image,small_image,thumbnail_image,swatch_image,display_product_options_in,additional_attributes,use_config_min_qty,is_qty_decimal,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,website_id,additional_images
"4527",,"Default","simple",,"prof,priv","Isolation Knauf TI 135 U (80/1200)","<div style="min-width: 20em; min-height: 4em; color: black; background-color: white; text-align: left; font-size: medium; font-family: Arial; font-weight: normal; font-style: normal;"><font size="4"><span style="font-weight: bold;">Isolation Knauf Laine de verre</span></font><span style="font-weight: bold;"><font size="4"> 20kg/m3<br/></font></span><font size="3">rouleau TI 135 U sans PV<br/><br/><span style="text-decoration: underline;">Epaisseur</span> : 80mm<br/><br/><span style="text-decoration: underline;">Largeur</span> : 1200 mm<br/><br style="text-decoration: underline;"/><span style="text-decoration: underline;">Quantité par paquet </span>: 7.56 m2<br/></font></div>","1","TVA taux normal","Catalog, Search","10.25",,,,,"Block after Info Column","product_nbr=ikti135 u.80.1200.site","1","1","1","1","1","1","0","0","0","1","0","1",,
