sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price
"1896","All Websites [CHF]","1045","1","1.2"
"3521","All Websites [CHF]","1045","1","4.55"
"4995","All Websites [CHF]","1045","1","3.25"
